review,result
"Alamnya masih asri, cuacanya dingin, harga masuknya jg murah.",positive
Ada beberapa kawasan hutan pinus di sekitaran Jogja. Tapi hutan Pinus Pengger ini menawarkan spot-spot foto yang unik dan berbeda dari yang lain. Hutan Pinus Pengger ini juga bisa dikunjungi pada malam hari. Jangan lupa bawa jaket kalau ke sini pada malam hari karena hawanya cukup dingin dan berangin.,positive
"Tempatnya sejuk untuk jalan2 , banyak spot buat foto2.",positive
"Tempat sejuk, dan enak untuk memanjakan mata,  bisa membuat hati senang,",positive
"Tempatnya sejuk udaranya pun masih segar tdk banyak polusi cocok buat liburan yg suka fto"" karena banyak spot fotonya sayang ketika saya berkunjung banyak ulat yg berjatuha",positive
"Akses ke lokasi mudah namun ada beberapa ruas jalur yang rusak, lokasi lumayan sejuk dan asri",positive
Hawanya yg sejuk cukup utk menyegarkan fikiran hanya toilet yg msh butuh pembenahan 👍,positive
"Tempatnya bagus, sejuk, instagramable 😊Namun jika musim hujan becek dan licin.",positive
Tempatnya asyik kl pas mlm hr bs lihat lampu2 spt bintang dr atas bukit..disana jg berkabut menambah suasana jd tambah dingin.,positive
"""Udara sejuk 🌲🌲",positive
Spotya bagus 😆😆,positive
"Lokasi mudah di jangkau 🏍️🚗""",positive
"kereenn, tapi foto di sana malam hari.. antri panjang. Siap2 bawa jaket karena makin malam makin dingin",positive
"Suasana malam indahhh banget , sore jugaa sejuk, :) jangan lupa jaket nya :) dinginn😁😁",positive
"Suasanya dingin .. jalan agak menanjak. Seru sih buat bincang"" santai",positive
"Objek wisata di daerah Gunung kidul letaknya dekat dengan heha sky view, tempat sejuk banyak spot foto berbayar dengan harga terjangkau dan banyak food court juga di areanya",positive
Indah dan sejuk,positive
"Sejuk,coba datang pukul 8-10 pagi. jam jam belum terlalu ramai dan terlalu panas terlebih ketika hari sedang cerah",positive
"Udara siichh sejuk,cm maybe abis kemarau so msh gersang,,pun msh bny PR bwt pengelola",negative
dingin banget di sini ... jlannya di perbaiki lagi,negative
"Tempatnya bersih, dan pohonnya rindang. Disini udaranya dingin dan kita bisa melihat kota dari tempat ini",positive
Sangat nyaman sejuk sekedar masukan kedepannya ditambah wahana permainan anak tanpa harus tebang pohon,positive
"Tempatny sangat asri sejuk kita bisa melihat MLM ny Yogyakarta dari Pinus Pengger, ngopi sambil rapat tipis tipis👍🏾",positive
"Buka sampe malam, spot foto yang cucok banget. Bisa lihat pemandangan jogja lebih luas.. Sejuk banget kalau malam jangan lupa bawa jaket karena dingin banget udaranya..😊",positive
Cuma pas musim kemarau kurang dingin,negative
Sejuk nyaman dan indah tempatnya,positive
"usahakan membawa bekal sendiri, kemungkinan harga di area hutan pinus beda dari harga umumnya. suhu lumayan dingin banyak area bermain, pada spot2 tertentu harus bayar lagi jika ingin berfoto.",positive
"""Cocok banget buat yang pengen menghilangkan penat, jenuh, stress, dll. Udaranya segar, tempatnya instagramable buat para kaum milenial terutama. Fasilitasnya sudah cukup lengkap, antara lain:",positive
- toilet,neutral
- mushola,neutral
- warung makan,neutral
- tempat parkir,neutral
- minimarket (seberang jalan pas),neutral
,positive
"Kalau buat spot fotonya lumayan variatif, anata lain;",positive
- bentuk tangan,neutral
- tangga,positive
- ayunan,neutral
- sarang burung,neutral
- hammock,neutral
"Yg ku tau cuma itu temen"""", mungkin bisa search di google buat lebih detailnya.",neutral
,positive
"Mungkin yang perlu diperbaiki untuk jalan setapaknya, ada beberapa yang susunan batu dan kayunya sudah rusak. Jadi bisa berpotensi membuat para pengunjung terjatuh, mengingat pengunjung anak"""" juga cukup banyak. Kalau hujan, nggan perlu khawatir, udah tersedia warung"""" makan yg bisa dijadiin tempat neduh sekalian nongkrong sambil nikmatin hujan :).",positive
"Udaranya lumayan dingin terutama menjelang malam, jadi buat temen"""" yg ada riwayat asma atau nggak kuat hawa dingin tak saranin banget bawa jaket.",positive
"Oke, itu ulasanku ttg Hutan Pinus Pengger kmrn tanggal 26 Agustus 2018.",neutral
,positive
Semoga bermanfaat,positive
Terima kasih,positive
"HYDS""",neutral
Asri ... Sejuk dan lumayan bersih,positive
"Mencari tempat teduh dan sejuk tidak harus ke mall atau ruangan berpendingin, ke hutan pinus bisa menjadi pilihan alternatif. Walau letaknya jauh dari pusat kota, rasa lelah dan kepanasan lambat laun hilang karena semilir angin bukit hutan pinus. Lingkungan cukup bersih, tersedia tempat sampah di beberapa sudut, dan karcis masuk pun murah. Apabila lapar dan haus, bisa singgah di warung dalam atau di dekat pintu masuk. Waktu terbaik untuk berkunjung yaitu menjelang sore dan menjelang malam.",positive
Tempat yg sejuk...msh alami..pohon pinus yg lebat..HTM murmer,positive
"Selain tebing dengan ukiran mengagumkan di dindingnya dan sensasi berfoto di spot2 yg ada di atas tebing, tidak ada hal menarik lain yang bisa dilakukan di tempat wisata ini. Saya pribadi lebih senang suasana tebing di malam hari dengan lampu2 disekelilingnya. Selain tampak megah, udara terasa lebih sejuk, dan foto yang dihasilkan juga lebih menarik. hehe",positive
"Keren, banyak spot untuk fotografi. tempatnya sejuk dan lokasi mudah dijangkau",positive
"Tempatnya cukup menyenangkan untuk para pemburu foto.. setiap spot nya juga gak di pungut biaya tambahan hanya sukarela aja, kita tinggal antri aja trus jeprat-jepret sendiri.. di saran kan untuk pakai sepatu yg nyaman dan pakaian yg agak tebal krn jln nya terjal dan udaranya cukup dingin.",positive
"""Saat pagi sangat sejuk dan berkabut. Masih asri dengan berbagai spot foto yang indah.",positive
Terdapat beberapa ayunan dan pendopo yang bisa digunakan untuk beristirahat.,neutral
"Jika anda lapar atau haus didalam nya juga terdapat warung makan. Jangan lupa jaga kebersihan""",neutral
"Tempat rekreasi foto-foto di salah satu hutan Pinus di Jogja, memiliki beberapa spot foto yang cukup menarik. Suasana yang sejuk jadi daya tarik utama untuk sekedar melepas kepenatan kota.",positive
"""Tempat yg sejuk dan nyaman. Bs utk relaksasi  & cari inspirasi.",positive
"Krn kondisi msh pandemi , pengunjung spt nya tdk bgtu banyak.",positive
"Moga pandemi sgera berakhir & kita bs ramai2 ke sana lg.""",positive
"Dingin saat malam. Mengantri untuk foto cukup lama,mungkin dikarenakan sy berkunjung saat liburan. Untuk foto,1 foto dihargai 4000 rupiah.",positive
"Sangat menarik, hanya saja beberapa hal yang kurang tepat banyaknya hammock yang kurang tertata tepat. Jadi sering mengganggu pemotretan. Tempat piknik yang murah dan sejuk. Saya senang berjalan jalan ke mari",positive
"Tempat yg sejuk,enak buat santai,buat foto juga banyak spotnya,tapi sayang orang2 yg berkunjung membuang sampah sembarangan",negative
"tempat yang cocok untuk foto2 baik sendiri maupun bareng2..adem,sejuk tempatnya",positive
"Tempat sejuk, ada berbagai spot foto yang instagramable. Tempat ini memiliki fasilitas mushola, tempat beristirahat untuk melepas lelah.",positive
"Banyak spot foto, suasananya sejuk, perlu di tambah tempat duduk untuk bersantai yang lebih nyaman dan teduh.",positive
"suka tempatnya,,sejuk..adem,biay masuk gak mahal,bersih,tapi pengunjung bnyk yang rokok,jadi sedikit meganggu,,",positive
Tempat sejuk tapi sayang akses jalan masuk belum memadai jadi harus bergantian,positive
"Wisata alam yang cukup exotic, sejuk, jalannya juga asik. Bisa foto2 bersama pohon pinus",positive
"Tempatnya sudah enak, sejuk… cuma pengelolaannya kurang lebih baik. Fasilitasnya tidak dimaksimal kan.",negative
"Lumayan sejuk, jalan menuju lokasi nanjak banget, kendaraan harus benar2 fit.",positive
"Sejuk bangad udaranya,,😊,,,lingkungan bisa di bilang bersoh,,,kreatif juga,,,,ga banyak pungutan😁,,,rekomended lh buat yg mau liburan tanpa  budget yg tinggi,,,",positive
"""Sejuk lokasinya",positive
"Meskipun masih perlu banyak tambahan wahananya""",positive
"Tempat sejuk untuk bermain bersama kluarga, teman,   retribusi msk jg murah....endes dech ..",positive
Tepat nya sangat indah dan banyak tampat untuk berfoto dan pun udara di sana segar dingin,positive
"Tempat sejuk, spot foto banyak. Tetap budayakan antri",positive
"Tempat ny sejuk,fasilitas lengkap dan mudah d jangkau..sipp tingkatkan",positive
"Tempat nya sejuk, nyaman. Best lahh :v",positive
"Saya sampai tertidur menikmati suara dahan & ranting, udara sejuk sambil menikmati semilir angin dari bukit",positive
"Tempatnya nyaman,  udaranya sejuk cocok buat tempat rekreasi kluarga",positive
Ini dia tempat wisata alam yg bisa buat selfi2 tempate sejuk,positive
"""Suasana sejuk khas hutan pinus...",positive
"Angin sepoi2 sore...""",positive
Tempat yg indah sejuk tentram dan nyaman buat nongkrong bareng kawan kawan,positive
"Tempat lumayan ok, cocok utk foto2 dan cuaca sejuk",positive
Segar sejuk sedikit tempat makan kurang safety tempat fotonya,negative
"Tempat yg indah dan sangat sejuk,,,",positive
Sejuk dan segar...akses jalan perlu dilebarkan lagi,positive
Tempatnya rindang &sejuk,positive
Brrrrr..... Sejuk2 dingin kalau sore menjelang malam,positive
"Menikmati dingin ny tepi kota, memandang jogja dari atas",positive
Sejuk bersih tempatnya tp sayang kurang asri,negative
Sejuk ....,positive
"Sejuk, nyaman banyak spot foto yg asik",positive
Tempat yg sejuk dan menyenangkan,positive
Tempat sejuk dan jln menuju kesana tak rumit...,positive
"Hutan pinus yang sejuk, serta tempat yang cocok untuk menunggu matahari terbenam",positive
"Biasa aja sih, banyak tempat serupa. Dingin, bersih.",positive
Banyak spot foto dan tempat yang teramat sejuk,positive
Hawanya sejuk dan pemandangannya indah,positive
rame.. enak sejuk.. buat poto2 mantqpp,positive
"Tempat yang nyaman, sejuk dan damai.....سبحان اللّٰه",positive
"Tempatnya sejuk, tarifnya juga murah sangat terjangkau",positive
Cocok untuk bersantai bareng kluarga sejuk dan nyaman,positive
Yg mau jln2 ke sini saran sore jadi sejuk,positive
Sejuk. Banyak pilihan tempat foto2 yang instagramable.,positive
"Bagus udara sejuk, nyaman dan bersih👍👍",positive
"Sejuk, tapi melelahkan",negative
Sejuk baget,positive
Tempat nyaman. Sejuk,positive
sejuk,positive
Dingin sejuk n pemandangannya Indah,positive
"Tempatnya asri, udara sejuk, bersih",positive
Hawa dingin apalagi malam hari..,positive
Asri sejuk,positive
"panas, tp kalau diatas sejuk",positive
Sejuk,positive
"Adem udara,sejuk",positive
Suasanya sejuk dan cocok untuk refreshing,positive
Tempatnya sejuk dan rindang,positive
Suasananya sejuk dan mantap.,positive
sejuk n keren,positive
Mencari hawa sejuk di ketinggian Yogyakarta.,positive
"Udara sejuk, sunset, dilengkapi kuliner",positive
Sejuk .. menyenangkan,positive
Hutan pegunungan sejuk alami,positive
Dingin tempatnya,positive
Sejuk dan nyaman,positive
"Sejuk ,seger udarane",positive
Tempatnya sejuk dan asri,positive
"Sejuk, segar, wisata alam",positive
Tempat enak dan sejuk,positive
sejuk,positive
Dingin,negative
Alam dan sejuk,positive
Sejuk,positive
Disana sejuk 👍👍👍,positive
sejuk,positive
Sejuk,positive
Sejuk,positive
Sejuk,positive
Sejuk,positive
sejuk,positive
Sejuk,positive
Dingin,negative
Sejuk,positive
Tempatnya sejuk dan indah,positive
"Tempat keren dan keren, spot foto berbayar tapi sangat terjangkau.",positive
Tempat yang keren dengan banyak spot foto. Efektif. Cantik.,positive
"Tempatnya asik, enak buat main buat refreshing buat ngilangin penat",positive
Tempatnya keren dan banyak spot foto yang bagus,positive
Banyak spot foto dan juga keren,positive
Cantik dan keren,positive
"Sayang sekali saya datang pada malam hari, namun jika siang hari untuk foto-foto pemandangannya akan lebih sejuk",positive
Keren,positive
Itu keren,positive
Nikmati udara sejuk,positive
"Alami, keren",positive
"Sejuk, tenang, indah",positive
Banyak spot untuk foto. Udaranya cukup dingin,positive
Tempatnya nyaman dan sejuk untuk dikunjungi bersama keluarga,positive
Lelah tapi dingin,negative
sangat dingin,negative
"jos gandos cantik, cuma kurang keren. panas",negative
"Pemandangannya keren, tapi kurang keren... Hehe",positive
Pegunungan Keren,positive
kurang dingin karena ketinggian masih rendah,negative
Dingin dan bersih,positive
Tempat sejuk dan bersih,positive
Tempat yang keren,positive
Udara sejuk dan sejuk,positive
Tempat sejuk dan bersih,positive
Sejuk dan tenang,positive
Tempatnya keren dan pasti cantik 😎 …,positive
"Keren, instagramable..",positive
bersih dan keren :),positive
Tempatnya keren,positive
Sangat indah dan keren,positive
Suasananya cukup sejuk,positive
Ini dingin..,negative
rasanya dingin sekali di sini,negative
Keren dan indah untuk dilihat,positive
Keren segar. Menyesap....,positive
Keren dan cantik,positive
"Sejuk, segar, indah.",positive
Dingin sekali ✌️🏻 …,positive
Cukup dingin,negative
"Keren, cantik, ramah..",positive
Sangat dingin,negative
Itu keren,positive
Dingin,negative
Udaranya dingin,positive
Cuacanya dingin,positive
Ini dingin,negative
"Sejuk, segar, indah, hijau",positive
dingin,negative
"Keren, instagrammable",positive
"Tempatnya sejuk dan luas, view kota jogja, bisa untuk game, capacity building ada team pemandu, ada community jeep yang mengantar keliling wisata sekitar pengger dan mangunan",positive
"sangat recomended untuk berfoto-foto , tempatnya sejuk , parkir luas, kamar mandi bersih , tiket masuk murah , pokoknya istimewa",positive
"Liburan yang deket dari Jogja dengan nuansa alam yang masih asri, sejuk dan lumayan lengkap fasilitasnya",positive
"Suasanya sejuk,asri,cocok buat yg suka dengan alam",positive
"""butuh udara sejuk datanglah kesini.",positive
"cocok kesini kalo malem.. view nya mantab 👍""",positive
"Sejuk & Asri, Jadi Ngantuk Mengupa Terus...",positive
"Tempatnya sangat sejuk,cocok untuk liburan kabur dari kota. Pemandanganya biasa saja,tapi atmosfirnya enak. Kurang banyak toko souvenir,tapi sesuai tema wisata alam. Petugasnya ramah ramah.Keamanan atraksinya agak kurang,sedikit goyang goyang untuk spot foto yg naik naik.",positive
Suasana yg panas tapi sejuk diatas bukit,positive
"keren, nyaman pokoknya, sejuk bangey",positive
"""Dingin adem sejuk pikiran tenang fresh instagrameble cocok untuk mengopi di dalam.",positive
"Rekomendasi untuk foto datang pagi ke siang.""",neutral
Sejuk dan rindang. Enak buat santai,positive
"""Tempatnya enak, siang2 tetep bisa sejuk. Masuknya perorang cuma 3rb. Parkirnya 2rb.",positive
bisa sewa hammock.,neutral
"foto ga diwajibin bayar di spot fotonya, tapi bisa ngasih seikhlasnya di kotak yang udah disediain.",neutral
"ada mushola, ada warung warung yang bisa buat makan.",positive
"worth it sih kesini""",positive
"hutan pinus pengger. ada dua rute dari pusat kota jogja menuju tempat ini, pertama rute vua bantul, medan jalanan tanjakan extrim dengan tidak ada penerangan,jalanan sempit. kedua rute dari arah wonosari, medan jalan relatif tidak terlalu extrim walaupun sama sama nanjak, tapi masih ada penerangan dan berjejer rumah warga. masuk lokasi sangat murah, 2.500 per orang dan parkir motor 2.000. masuk wahana seperti rajutan tangan, hanya seikhlasnya. tersedia jasa foto dengan harga 4.000 per file foto. udara sejuk dengan view kota jogja dari atas, tambah romantis jika suasana malam.",positive
"""DTW (daerah tujuan wisata) yg bagusss bangeet view nya, dan bisa manjain wisatawan nya dgn alam nya yg sejuk, stresss kerjaan bisa ilanggg dalam sekejap,",positive
,positive
"Wajib dicoba,",positive
,positive
"Apalagi naik Jeep nya, 350ribu muter ke sungai, ke gunung seruuu pokoknya..menguji adrenalin..",positive
,positive
"Terimakasih Hutan Pinus Pengger mjd saksi cinta kami... :)""",positive
"Tempatnya sejuk tapi kalau siang ya panas² juga, kendaraan besar bisa ke sini, kekurangannya di lahan parkir yang terbatas dan juga spot foto ngantrinya lama bangat bs nunggu sampai 40 menitan cuma buat foto di salah satu spot iconiknya.",positive
"Tempat sangat sejuk, rindang, dan teduh. Namun untuk menuju lokasi jalan agak sempit dan berkelok², musti extra hati² ya teman😄",positive
"Hutan Pinus pada dataran tinggi dengan udara yang sejuk...Untuk sampai ke sini, bisa dari dua arah...Berada di tenggara Jogja, bisa dicapai sekitar 30 menit dari Jogja...Ada beberapa kedai makanan yg cukup buat menutup rasa lapar dan haus...",positive
Bgus tempatnya.. Enakjg dingin.. Tpi capeekkk naik2 ke gunung smbil bwa bocil 😂😂😂,positive
"Mantapp, sejuk, cocok untuk menikmati sunset , keren harus kesini..",positive
"""Atmosphere yang luar biasa. Dingin, sejuk, udara bersih, area juga terjaga kebersihannya, tersedia tempat sampah disetiap sudut.",positive
Trackingnya juga lumayan.,positive
"Airnya bersih, toilet bersih",positive
"Nyaman untuk jalan""",positive
"Buat yg pengen cari tempat yg dingin saat liburan di Jogja yg panas,tempat ini cocok banget. Ada banyak spot foto disini, walaupun harus ngantri lumayan lama supaya bisa foto di spot paling kerennya tp hasil foto yg profesional pasti worthed banget deh sama lamanya nungguin giliran fotonya",positive
"Waooooow...sepertinya hutan yg alami...sangat indah viewnya..dingin hawanya, hutan yg memrefresh hati dan pikiran kita ..apalagi ditambah seruput kopiii..hmmmm...nikmatnya....",positive
Ini merupakan tempat liburan yang pas buat pasangan pasangan..  Kamu bisa jalan jalan kesini all time tp lebih disarankan malam yaa..  Karena kalo malam pemandangannya justru lebih indh karena ada citylight yang indah untuk dipandang dan jadi background foto..  Disini juga banyak foto booth yang kreatif dan sangat instagramable sekali..  Perfoto nya dikenakan biaya 4 ribu rupiah..  Suhunya dingin sekali dan bener bener diatas bukit dan dikelilingi hutan pinuss..  Wajib datang kalo jalan jaln ke jogja! Cuma kalo mau foto itu antriannya bener bener panjaang wkwkw dn harus menunggu lama agar bisa berfoto di fotobooth yang disediakan,positive
"Tempat wisata sejuk,, nyaman buat anak2, cm jalan menuju hutan pinus pengger rusak parah",negative
"Lumayan sejuk dan rapi untuk tempat piknik dekat kota Yogyakarta. Banyak lokasi untuk berfoto disini, beberapa dibuat dengan bahan akar dan batang pohon alami. Alternatif setelah melewati spot bukit bintang.",positive
"Tempat yg eksotic cocok utk liburan keluarga, alami, sejuk , & menyenangkan👍👍👍🙏🙏",positive
"Menyenangkan utk menghabiskan akhir pekan bersama pasangan disana. Datangnya pas menjelanc asar sampai malem. Jangan lupa bawa jaket, ckup dingin udara menjelang magrib.",positive
Menghirup udara segar dan sejuk ya di sini tempat yang bisa dijadikan salah satu pilihan... Cocok buat membuat kenangan dan  mengabadikan kebersamaan dengan orang-orang dekat atau pun orang yang spesial... Tempat yang bisa dikunjungi dari pagi sampai malam jam 12  malam...,positive
"Saran aja kalo dateng kesini pagi banget kalo bisa, masih sepi, sejuk, waktu yg pas buat take foto",positive
Malam sangat indah.. Pagi pun tak kalah indah dan sejuk.. Bisa buat camp juga. Cocok bwt bareng temem2 maupun gebetan nya 😍,positive
"kerennnn, sejuk n bersih bgt tmpat ny🤙",positive
"Sejuk,hijau,segar walau menanjak tp krn udaranya segar dan sejuk jd gk terlalu berasa",positive
"Parkiran, banyak spot foto yang menarik, sejuk",positive
Ini sejuk bngt cuma perlu banyak perhatian juga... Jaga lah alam ini jng sampai sampah merusak nya...,positive
"""Tempatnya lumayan asik.  Sejuk.  Hanya saja spot spot fotonya harus di tambah lagi",positive
"Bangku untuk pengunjung di tambah lagi""",neutral
"viewnya kereeeennnn.. sejuk dan jalannya menantang, krn licin abis hujan, jd harus pake sepatu kets ya.. dan sepatu harus siap2 kotor.. tp klo cuaca ok, jalanannya ok..",positive
"""Hutan Pinus yang sejuk, segar udaranya cocok untuk berlibur bersama keluarga.",positive
"Happy Family day 😍""",positive
"""Seperti layaknya hutan pinus yang tumbuh di dataran tinggi, suasana sejuk asri dan alami disertai dengan harum aroma getah pinus adalah suasana yang akan menyapa anda. Di area hutan, anda bisa berkeliling dengan jalan kaki melalui jalan-jalan setapak yang dibangun melalui rindangnya pohon pinus.",positive
,positive
"Gunakan alas kaki yang nyaman, sneaker adalah salah satu pilihan yang tepat.""",positive
Sejuk dan asri.. Tapi saran saya dateng malam.. Karna akan terasa suasananya lebih hidup. Karna ada pencahayaan lampu2 nya,positive
"Salah satu rekomendasi tujuan wisata dijogja, tempatnya keren sejuk.  Mudah diakses dengan motor maupun mobil",positive
"""Tempatnya asri, bersih & dingin..",positive
Spot fotonya sangat bagus2 & menantang..,positive
"Kalau malam hari jangan lupa bawa jaket, cos dinginnya minta ampun 😁""",positive
"Udaranya sejuk,spot fotonya unik2 view kota jogjanya keren",positive
"biasa orang menyebutnya Hutan Pinus Pengger ...kawasan hutan pinus yang menyimpan sejuta keindahan untuk memnjakan pengunjungnya ...sejuk,asri dan tertata ....sooo...kalian yang ke Jogja wajib berkunjung kesini untuk sekedar melepas penat dan berswa foto ...banyak spot fotonya lho....",positive
"Cocok banget klo siang2 kesini... Tempatnya Adem, sejuk, bersih dan Banyak spot buat foto. .",positive
Hawanya cukup sejuk. Banyak spot foto yg menarik. Hati2 karena jalannya licin jika habis hujan atau terkena embun,positive
"Adem,sejuk,bs liat kota jogja dr ketinggian.bnyk spot foto kekinian.apalg kl berkunjung saat langit sdh gelap.",positive
"Tempat yang sejuk dan tempat wisata yang murah, kupat tahu disamping pintu masuk sangatlah enak, jika berkunjung kesana tidak salah untuk mencoba",positive
"""Beberapa orang mencoba untuk mencari berbagai objek wisata alam yang menarik di Yogyakarta yang jumlahnya mencapai puluhan .",positive
,positive
Mungkin hutan Pinus ini bisa menjadi salah satu objek wisata alam yang bisa kalian kunjungi.,positive
,positive
Kenapa :,neutral
,positive
1. Tempat parkir yang tidak terlalu jauh dari pintu masuk objek wisata nya. 5000 rupiah untuk mobil.,positive
,positive
"2. Gratis untuk masuk ke lokasi wisata,",positive
Kalo untuk spot foto foto bayar.,neutral
,positive
"3. Suasana yang relatif menyenangkan dingin dan nyaman.""",positive
"Tempatnya sejuk, wifi gratis, dan banyak spot foto menarik. Yang paling terkenal tangan raksasa pancawara.",positive
"Disediakan beberapa spot foto yg banyak dengan disuguhkan suasana alam yg asri dan sejuk jd sangat di rekomendasikan untuk datang kesini baik bersama keluarga ,teman ,ataupun pacar (kalau puny)😅",positive
Hebat.... yogya sudah mulai banyak mengelola wisata alam. Seperti Hutan Pinus yang sejuk & tenang. Cari damai.... liburan k HuPi aja....yuk!!!,positive
"Tmpt yg asri,sejuk n nyaman..utk suasana mlm syahdu bgt 😆bisa utk camping juga Loh...bnyk spot foto yg bagus bgt apa lagi di mLm hari..",positive
"Luas banget hutannya, udara sejuk. Spot foto juga ada mas2 yg ngefotoin. 3 ribu per foto, fotonya bisa dicopy di hp",positive
"Nice view, udaranya sejuk berada di area hutan pinus yg tinggi menjulang, spot fotonya keren2 banget, ada spot foto terbuat dr jerami dengan 5 jari tangan yg ini sabar ya guys karena antrian lumayan panjang ada fotografer nya yg bantu mengarahkan gaya boleh juga dibantu dengan temen seperjalanan pakai hp, kami membawa fotografer sendiri dan ada juga teman kami yang mau menebus file foto tsb, kt bs dapat file nya 1 file 10rb, connect ke HP, ada jerami berbentuk mata, ada jempol, dll, setelah foto2 kami makan es kelapa.",positive
Tempat yang sejuk di pagi hari dan yang suka foto-foto boleh di jelajahi 😊,positive
"Sejuk banget, jarak tempuh mungkin sekitar 45menit dari pusat kota. Jauh tapi pasti puas banget kalau udah sampai atas",positive
"Tempatnya sejuk, spot fotonya bagus,  tersedia beberapa fasilitas seperti kamar mandi, musholla, warung, tempat parkir. Kebersihan lingkungan juga cukup terjaga dengan baik. Semoga utk keseluruhan selalu ditingkatkan 👍",positive
"Sejuk nyaman, indah, asri, banyak pohon pinus yg rindang, pengelola ramah.",positive
Sangat indah foto di malam hari...hawanya dingin di malam hari..bikin gregetan banget tempat ini😘😘😃😁😁😃😎😋😋,positive
Tadabbur alam...yg sejuk dan rindang di kelilingi bny pohon pinus,positive
"""Spot foto yang uwihhhh...dengan suhu yang sejuk pokoknya suka suka suka...",positive
"Instramable bgt...buruan gih...""",positive
"Udara cukup sejuk.., recommended untuk tafakur alam dan sangat bagus berphoto diantara bukit disaat Sunset..🤞👌",positive
"sejuk tempatnya, bersih ,juga pohon pinus yang rindang. Suasana juga perfect 👌🏻",positive
Enak banget.. udara yang seger.. sejuk..,positive
Kesini nya malam aja yach... dingin dan romantis. Ada tukang fotonya buat dapet in foto yg oke... semakin malam semakin mantap foto nya,positive
Tempatnya super sejuk.. mungkin lebih indah ketika malam hari.. tp siang hari jga tetep indah,positive
Hutan pinus yang dingin dan kalo kesini tanpa pasangan jd galau.. dan kalo bawa pasangan bakal jd terkenang terus.,negative
Suasana yang tenang serta hawanya yang sejuk pasti membuat semua orang ingin ketempat ini banyak spot foto yang instagramable juga disini 😉,positive
asik mantav dingin walaupun sempet salah jalan lewat bukit yg cukup extreen,positive
Sering bgt kesini.. Sejuk dan bikin fresh,positive
"Keren banget! Tempatnya sejuk, cuma harus ngantri kalo mau foto2 pas weekend.. Overall saya suka sekali tempat ini♥",positive
"Objek wisata yg menarik, disarankan dtg pagi krn lbh sejuk jalan2 dipagi hari.  Banyak spot foto yg menarik",positive
"Enak bgt buat ngilangin penat, sejuk.... Banyak tempat buat foto2 juga. Kamar mandi bersih....",positive
Tempat yang sangat enak untuk jadi tujuan wisata untuk akhir pekan setelah kita sebelumnya jenuh dengan keramaian kota karena di tempat ini pemandangam dam udara sangat sejuk,positive
tempat keren bgt...  makin malam. makin rame..  udaranya dingin banget...  fto kena tarif 4000 per foto...,positive
Karena tempat nya yg sejuk dan sangat segar udaranya.,positive
"Salah satu destinasi yg instagramble bgt. Cocok buat foto2, hawanya sejuk, dan salah satu objek wisata gak terlalu jauh dr kota Jogja.",positive
"tempatnya luas, asri, sejuk",positive
"""Sejuk banget udaranya, segar",positive
"Htm nya murah, bersih, love banget sama tempat ini""",positive
Tempat asik untuk foto foto dan udara yang sangat sejuk,positive
"""Enak sih tempatnya",positive
"Bersih, sejuk, nyaman sampe ngantuk bila nongkrong disini""",positive
"Tempatnya adem,bikin sejuk... Mantap banget...",positive
"Baguss buat jalan2. Adem dingin, good vibes",positive
"Sejuk sekali udara disini, jangan mampir ke hutan Pinus gunung kidul",positive
"Datanglah di akhir musim hujan, pasti lebih hijau dan lebih sejuk",positive
"Kesana pas sore menjelang maghrib,,  view nya keren banged hawa nya sejuk..",positive
Suasana sangat sejuk. Tidak akan rugi dan kecewa,positive
Tempatnya sejuk nyaman buat kumpul bareng,positive
"""Sejuk nyaman..",positive
"Murah lagi masuknya..""",positive
Wisata alam luar biasa dan sejuk guest,positive
"""Tempat ini idemm bgt...  Suhu dingin,  secangkir kopi/teh, semangkuk mie rebus,  suara burung...",positive
"Aduuhhhh...  Sambil mnikmati senja...""",positive
"Pemandangannya indah, suasananya sejuk, spot untuk berfoto banyak",positive
"Enak buat santai tempatnya,sejuk pula 😁",positive
Tempatny bagus. Sejuk adem bnyk spot foto juga pokonya wajib kesini😎😁,positive
"""Akses jalan mudah.",positive
Dekat dari pusat kota Yogya.,positive
"Udara sejuk, viewnya juga kerennn""",positive
"Sejuk, enak, ada persewaan jeep. 👍",positive
"Mantap, udaranya segar dan sejuk, view sunsetnya luar biasa",positive
"Sejuk, asri, full oksigen.....keren bgt😍🤗🤗🤗",positive
Sejuk asri dan bersih tempatnya,positive
"Tempat yang sejuk dan asik buat foto, lokasinya ngga jauh dari parkiran",positive
Udara sejuk... cocok buat refreshing..fasilitas mushola dan toliet nya bersih...,positive
"""Bagusnya saat malem, viewnya nice",positive
"Saran aja buat yg kurang kuat dingin bawa jaket atau baju panjang ya krn di dataran yg lumayan tinggi""",neutral
"semua nya ramah, tempatnya sejuk dan bersih.. instagramable...",positive
"Tempatny sejuk asyik buat foto"" ngajak pacar,tmn,kluarga",positive
tempat wisata yang udaranya sangat sejuk dan sangat cocok dikunjungi terutama malam hari,positive
Suasana alam yg asri dan udara yg sejuk bikin adem di hati,positive
